,pokedex_number_x,pokedex_number_y,Winner_number
29591,141,667,141
29592,193,667,193
29593,201,667,667
29594,205,667,667
29595,206,667,667
29596,219,667,667
29597,220,667,667
29598,226,667,667
29599,227,667,667
29600,266,667,667
29601,267,667,667
29602,287,667,667
29603,383,667,383
29604,406,667,667
29605,407,667,407
29606,407,667,407
29607,432,667,432
29608,455,667,667
29609,464,667,464
29610,464,667,464
29611,470,667,470
29612,475,667,475
29613,485,667,485
29614,504,667,667
29615,508,667,508
29616,511,667,667
29617,532,667,667
29618,548,667,667
29619,549,667,549
29620,560,667,667
29621,576,667,667
29622,580,667,667
29623,603,667,667
29624,604,667,667
29625,610,667,667
29626,630,667,630
29627,637,667,637
29628,646,667,646
29629,646,667,646
29630,649,667,649
29631,649,667,649
29632,649,667,649
29633,659,667,667
29634,659,667,667
29635,665,667,667
29636,695,667,695
29637,696,667,667
29638,712,667,667
29639,19,95,19
29640,29,95,95
29641,29,95,95
29642,31,95,31
29643,41,95,41
29644,45,95,95
29645,68,95,68
29646,77,95,77
29647,86,95,95
29648,110,95,95
29649,136,95,95
29650,149,95,149
29651,150,95,150
29652,155,95,95
29653,188,95,188
29654,192,95,192
29655,205,95,95
29656,218,95,95
29657,274,95,95
29658,277,95,277
29659,294,95,95
29660,295,95,95
29661,302,95,95
29662,310,95,310
29663,312,95,312
29664,314,95,314
29665,323,95,95
29666,325,95,95
29667,329,95,95
29668,338,95,95
29669,399,95,95
29670,401,95,95
29671,428,95,428
29672,434,95,434
29673,437,95,437
29674,463,95,95
29675,470,95,470
29676,470,95,470
29677,502,95,95
29678,507,95,95
29679,525,95,525
29680,534,95,534
29681,576,95,95
29682,577,95,95
29683,644,95,95
29684,674,95,674
29685,680,95,680
29686,690,95,95
29687,691,95,95
29688,701,95,701
29689,704,95,95
29690,707,95,707
29691,713,95,713
29692,714,95,95
29693,714,95,95
29694,19,105,19
29695,23,105,23
29696,55,105,55
29697,62,105,62
29698,70,105,70
29699,79,105,105
29700,94,105,94
29701,94,105,94
29702,101,105,105
29703,109,105,105
29704,117,105,117
29705,149,105,149
29706,183,105,105
29707,192,105,105
29708,221,105,221
29709,233,105,233
29710,300,105,300
29711,306,105,306
29712,311,105,105
29713,330,105,330
29714,332,105,332
29715,384,105,384
29716,392,105,392
29717,443,105,105
29718,457,105,457
29719,464,105,105
29720,475,105,475
29721,478,105,105
29722,488,105,488
29723,510,105,510
29724,510,105,510
29725,524,105,105
29726,531,105,531
29727,534,105,105
29728,535,105,535
29729,538,105,105
29730,545,105,545
29731,549,105,549
29732,553,105,553
29733,572,105,572
29734,573,105,573
29735,580,105,580
29736,591,105,105
29737,603,105,105
29738,607,105,105
29739,640,105,640
29740,659,105,659
29741,659,105,659
29742,707,105,707
29743,19,460,19
29744,29,460,460
29745,38,460,38
29746,47,460,460
29747,50,460,460
29748,78,460,78
29749,86,460,460
29750,143,460,460
29751,147,460,460
29752,149,460,149
29753,185,460,460
29754,196,460,196
29755,210,460,460
29756,223,460,223
29757,235,460,235
29758,273,460,460
29759,282,460,282
29760,290,460,460
29761,326,460,326
29762,353,460,460
29763,395,460,460
29764,407,460,407
29765,420,460,460
29766,440,460,460
29767,462,460,460
29768,508,460,508
29769,533,460,460
29770,535,460,535
29771,540,460,460
29772,542,460,542
29773,543,460,460
29774,609,460,609
29775,612,460,612
29776,616,460,460
29777,625,460,625
29778,627,460,460
29779,633,460,460
29780,650,460,460
29781,669,460,460
29782,674,460,460
29783,721,460,721
29784,19,451,19
29785,33,451,451
29786,73,451,73
29787,79,451,451
29788,93,451,93
29789,94,451,94
29790,100,451,100
29791,119,451,119
29792,129,451,129
29793,150,451,150
29794,172,451,451
29795,173,451,451
29796,186,451,186
29797,189,451,189
29798,193,451,193
29799,209,451,451
29800,211,451,211
29801,231,451,451
29802,236,451,451
29803,238,451,451
29804,247,451,451
29805,251,451,251
29806,255,451,451
29807,260,451,451
29808,271,451,451
29809,273,451,451
29810,307,451,451
29811,314,451,314
29812,325,451,451
29813,339,451,451
29814,341,451,451
29815,344,451,344
29816,347,451,347
29817,354,451,451
29818,390,451,451
29819,392,451,392
29820,405,451,405
29821,417,451,417
29822,418,451,418
29823,454,451,454
29824,466,451,466
29825,467,451,467
29826,479,451,479
29827,480,451,480
29828,494,451,494
29829,499,451,451
29830,500,451,451
29831,502,451,451
29832,515,451,451
29833,516,451,516
29834,516,451,516
29835,574,451,451
29836,574,451,451
29837,585,451,585
29838,594,451,451
29839,606,451,451
29840,621,451,451
29841,625,451,625
29842,634,451,451
29843,644,451,644
29844,658,451,658
29845,663,451,663
29846,671,451,671
29847,683,451,451
29848,687,451,687
29849,694,451,694
29850,701,451,701
29851,701,451,701
29852,708,451,451
29853,19,184,19
29854,32,184,184
29855,36,184,36
29856,44,184,184
29857,48,184,184
29858,70,184,70
29859,77,184,77
29860,78,184,78
29861,100,184,100
29862,134,184,134
29863,170,184,170
29864,229,184,229
29865,255,184,184
29866,270,184,184
29867,314,184,314
29868,316,184,184
29869,317,184,317
29870,343,184,343
29871,352,184,184
29872,374,184,184
29873,402,184,402
29874,427,184,427
29875,431,184,431
29876,456,184,456
29877,457,184,457
29878,463,184,184
29879,562,184,184
29880,569,184,569
29881,580,184,580
29882,585,184,585
29883,595,184,595
29884,600,184,184
29885,630,184,630
29886,638,184,638
29887,650,184,184
29888,651,184,651
29889,652,184,652
29890,656,184,656
29891,683,184,184
29892,684,184,184
29893,692,184,184
29894,704,184,184
29895,712,184,184
29896,19,181,19
29897,20,181,20
29898,38,181,38
29899,48,181,181
29900,54,181,181
29901,64,181,64
29902,65,181,65
29903,103,181,181
29904,124,181,124
29905,127,181,127
29906,134,181,134
29907,148,181,148
29908,165,181,181
29909,224,181,181
29910,227,181,227
29911,228,181,228
29912,242,181,181
29913,246,181,181
29914,270,181,181
29915,279,181,279
29916,287,181,181
29917,314,181,314
29918,319,181,319
29919,342,181,181
29920,343,181,181
29921,435,181,435
29922,439,181,439
29923,441,181,441
29924,442,181,181
29925,444,181,444
29926,458,181,181
29927,474,181,474
29928,475,181,475
29929,481,181,481
29930,486,181,486
29931,493,181,493
29932,497,181,497
29933,509,181,509
29934,533,181,181
29935,535,181,535
29936,575,181,181
29937,584,181,584
29938,587,181,587
29939,597,181,181
29940,598,181,598
29941,600,181,181
29942,610,181,610
29943,669,181,181
29944,676,181,676
29945,682,181,181
29946,696,181,181
29947,708,181,181
29948,717,181,717
29949,721,181,721
29950,19,118,19
29951,48,118,118
29952,110,118,118
29953,126,118,126
29954,131,118,118
29955,147,118,118
29956,162,118,162
29957,183,118,118
29958,184,118,118
29959,186,118,186
29960,196,118,196
29961,200,118,200
29962,213,118,118
29963,215,118,215
29964,215,118,215
29965,249,118,249
29966,290,118,118
29967,292,118,118
29968,309,118,309
29969,340,118,118
29970,346,118,118
29971,352,118,118
29972,354,118,354
29973,377,118,118
29974,396,118,118
29975,450,118,118
29976,451,118,451
29977,467,118,467
29978,478,118,118
29979,491,118,491
29980,502,118,118
29981,519,118,118
29982,519,118,118
29983,524,118,118
29984,530,118,530
29985,552,118,552
29986,558,118,118
29987,561,118,561
29988,567,118,567
29989,570,118,570
29990,598,118,598
29991,610,118,118
29992,614,118,118
29993,627,118,118
29994,665,118,118
29995,702,118,702
29996,19,602,19
29997,21,602,21
29998,31,602,31
29999,49,602,49
30000,51,602,51
30001,54,602,602
30002,67,602,602
30003,111,602,111
30004,111,602,111
30005,123,602,123
30006,134,602,134
30007,142,602,142
30008,188,602,188
30009,194,602,602
30010,226,602,226
30011,231,602,231
30012,270,602,602
30013,279,602,279
30014,280,602,602
30015,284,602,602
30016,287,602,602
30017,292,602,602
30018,295,602,295
30019,299,602,602
30020,300,602,602
30021,300,602,602
30022,307,602,602
30023,308,602,308
30024,309,602,309
30025,321,602,602
30026,335,602,335
30027,345,602,602
30028,351,602,351
30029,363,602,602
30030,393,602,602
30031,410,602,602
30032,433,602,602
30033,435,602,435
30034,437,602,602
30035,441,602,441
30036,453,602,602
30037,454,602,454
30038,465,602,602
30039,480,602,480
30040,486,602,486
30041,493,602,493
30042,505,602,505
30043,518,602,602
30044,529,602,529
30045,569,602,569
30046,576,602,576
30047,630,602,630
30048,636,602,602
30049,657,602,657
30050,685,602,685
30051,695,602,695
30052,704,602,602
30053,706,602,706
30054,19,17,19
30055,35,17,17
30056,41,17,17
30057,47,17,17
30058,53,17,53
30059,53,17,53
30060,78,17,78
30061,87,17,17
30062,89,17,17
30063,100,17,100
30064,102,17,17
30065,115,17,115
30066,124,17,124
30067,131,17,17
30068,135,17,135
30069,153,17,17
30070,176,17,17
30071,177,17,17
30072,193,17,193
30073,221,17,17
30074,223,17,17
30075,223,17,17
30076,260,17,17
30077,275,17,275
30078,282,17,282
30079,293,17,17
30080,307,17,17
30081,313,17,313
30082,319,17,319
30083,360,17,17
30084,434,17,434
30085,439,17,17
30086,440,17,17
30087,459,17,17
30088,469,17,469
30089,471,17,17
30090,478,17,478
30091,478,17,478
30092,486,17,486
30093,491,17,491
30094,494,17,494
30095,529,17,17
30096,530,17,530
30097,541,17,17
30098,545,17,545
30099,547,17,547
30100,547,17,547
30101,557,17,17
30102,570,17,17
30103,570,17,17
30104,581,17,581
30105,613,17,17
30106,636,17,17
30107,686,17,17
30108,705,17,17
30109,713,17,713
30110,714,17,17
30111,20,523,523
30112,31,523,523
30113,41,523,523
30114,52,523,523
30115,58,523,523
30116,88,523,523
30117,93,523,523
30118,103,523,523
30119,138,523,523
30120,151,523,523
30121,224,523,523
30122,226,523,523
30123,239,523,523
30124,259,523,523
30125,260,523,523
30126,275,523,523
30127,280,523,523
30128,306,523,523
30129,322,523,523
30130,324,523,523
30131,336,523,523
30132,339,523,523
30133,367,523,523
30134,370,523,523
30135,373,523,523
30136,376,523,523
30137,379,523,523
30138,381,523,523
30139,424,523,523
30140,463,523,523
30141,479,523,523
30142,486,523,523
30143,497,523,523
30144,501,523,523
30145,530,523,523
30146,532,523,523
30147,549,523,523
30148,581,523,523
30149,592,523,523
30150,598,523,598
30151,621,523,523
30152,630,523,523
30153,635,523,523
30154,639,523,523
30155,649,523,523
30156,697,523,523
30157,713,523,523
30158,20,637,637
30159,21,637,637
30160,21,637,637
30161,25,637,637
30162,36,637,637
30163,80,637,637
30164,110,637,637
30165,111,637,111
30166,114,637,637
30167,123,637,123
30168,137,637,637
30169,165,637,637
30170,185,637,185
30171,193,637,637
30172,209,637,637
30173,212,637,637
30174,224,637,637
30175,227,637,637
30176,263,637,637
30177,264,637,637
30178,276,637,637
30179,286,637,637
30180,290,637,637
30181,307,637,637
30182,341,637,637
30183,351,637,637
30184,362,637,637
30185,367,637,637
30186,368,637,637
30187,372,637,637
30188,388,637,637
30189,395,637,637
30190,397,637,637
30191,399,637,637
30192,402,637,637
30193,418,637,637
30194,419,637,419
30195,419,637,419
30196,424,637,424
30197,444,637,637
30198,450,637,637
30199,452,637,637
30200,466,637,637
30201,483,637,637
30202,483,637,637
30203,493,637,493
30204,535,637,637
30205,537,637,637
30206,540,637,637
30207,551,637,637
30208,558,637,558
30209,573,637,573
30210,590,637,637
30211,599,637,637
30212,649,637,637
30213,662,637,637
30214,676,637,676
30215,695,637,695
30216,697,637,637
30217,20,632,632
30218,36,632,632
30219,46,632,632
30220,76,632,76
30221,78,632,632
30222,81,632,632
30223,85,632,632
30224,89,632,632
30225,91,632,632
30226,105,632,632
30227,142,632,142
30228,159,632,632
30229,164,632,632
30230,185,632,632
30231,191,632,632
30232,196,632,196
30233,198,632,632
30234,239,632,632
30235,248,632,632
30236,252,632,632
30237,279,632,632
30238,281,632,632
30239,323,632,323
30240,334,632,632
30241,337,632,632
30242,340,632,632
30243,346,632,632
30244,347,632,632
30245,352,632,632
30246,353,632,632
30247,358,632,632
30248,362,632,632
30249,367,632,632
30250,403,632,632
30251,403,632,632
30252,404,632,632
30253,414,632,632
30254,447,632,632
30255,449,632,632
30256,473,632,632
30257,493,632,493
30258,504,632,632
30259,521,632,632
30260,525,632,632
30261,530,632,632
30262,546,632,632
30263,547,632,547
30264,559,632,632
30265,573,632,573
30266,576,632,632
30267,622,632,632
30268,703,632,632
30269,20,702,702
30270,34,702,702
30271,42,702,702
30272,54,702,702
30273,70,702,70
30274,73,702,702
30275,84,702,702
30276,98,702,702
30277,111,702,111
30278,112,702,112
30279,126,702,702
30280,138,702,702
30281,152,702,702
30282,167,702,702
30283,175,702,702
30284,178,702,702
30285,184,702,702
30286,185,702,702
30287,185,702,702
30288,188,702,702
30289,195,702,702
30290,209,702,702
30291,212,702,702
30292,233,702,702
30293,235,702,702
30294,269,702,702
30295,269,702,702
30296,346,702,702
30297,364,702,702
30298,414,702,702
30299,420,702,702
30300,439,702,702
30301,455,702,702
30302,460,702,702
30303,477,702,702
30304,483,702,702
30305,488,702,702
30306,497,702,497
30307,500,702,702
30308,516,702,702
30309,519,702,702
30310,522,702,702
30311,532,702,702
30312,540,702,702
30313,557,702,702
30314,569,702,702
30315,570,702,702
30316,631,702,702
30317,643,702,702
30318,657,702,702
30319,657,702,702
30320,675,702,702
30321,680,702,702
30322,698,702,702
30323,700,702,702
30324,716,702,702
30325,717,702,702
30326,20,694,20
30327,32,694,694
30328,58,694,694
30329,123,694,123
30330,162,694,162
30331,164,694,694
30332,166,694,166
30333,170,694,694
30334,177,694,694
30335,179,694,694
30336,181,694,694
30337,181,694,694
30338,186,694,694
30339,202,694,694
30340,214,694,214
30341,222,694,694
30342,225,694,225
30343,235,694,235
30344,241,694,241
30345,246,694,694
30346,251,694,251
30347,252,694,694
30348,256,694,694
30349,267,694,694
30350,271,694,694
30351,275,694,275
30352,284,694,694
30353,312,694,312
30354,325,694,694
30355,326,694,326
30356,332,694,694
30357,339,694,694
30358,346,694,694
30359,351,694,694
30360,371,694,694
30361,396,694,694
30362,399,694,694
30363,411,694,694
30364,421,694,421
30365,423,694,694
30366,425,694,694
30367,462,694,694
30368,608,694,694
30369,610,694,694
30370,622,694,694
30371,625,694,694
30372,630,694,630
30373,677,694,694
30374,679,694,694
30375,683,694,683
30376,683,694,683
30377,708,694,694
30378,20,156,20
30379,20,156,20
30380,32,156,156
30381,54,156,156
30382,64,156,64
30383,67,156,156
30384,72,156,156
30385,110,156,156
30386,117,156,117
30387,120,156,120
30388,122,156,122
30389,126,156,126
30390,127,156,127
30391,134,156,156
30392,145,156,145
30393,152,156,156
30394,153,156,156
30395,157,156,157
30396,179,156,156
30397,190,156,190
30398,194,156,156
30399,199,156,199
30400,201,156,156
30401,207,156,207
30402,213,156,156
30403,224,156,224
30404,238,156,156
30405,258,156,156
30406,261,156,156
30407,266,156,156
30408,280,156,156
30409,300,156,156
30410,304,156,156
30411,306,156,156
30412,313,156,313
30413,329,156,156
30414,330,156,330
30415,352,156,156
30416,422,156,156
30417,441,156,441
30418,481,156,156
30419,504,156,156
30420,506,156,156
30421,510,156,510
30422,515,156,156
30423,530,156,530
30424,532,156,156
30425,537,156,156
30426,539,156,539
30427,540,156,156
30428,554,156,156
30429,557,156,156
30430,562,156,156
30431,569,156,156
30432,569,156,156
30433,586,156,586
30434,598,156,156
30435,599,156,156
30436,600,156,156
30437,608,156,156
30438,612,156,612
30439,615,156,615
30440,620,156,620
30441,640,156,640
30442,661,156,156
30443,672,156,156
30444,673,156,156
30445,679,156,156
30446,688,156,156
30447,691,156,156
30448,696,156,156
30449,702,156,702
30450,20,597,20
30451,62,597,62
30452,65,597,65
30453,101,597,597
30454,177,597,597
30455,195,597,195
30456,207,597,597
30457,215,597,215
30458,258,597,597
30459,259,597,259
30460,272,597,597
30461,273,597,273
30462,299,597,597
30463,313,597,313
30464,319,597,319
30465,319,597,319
30466,339,597,339
30467,347,597,347
30468,364,597,364
30469,394,597,597
30470,399,597,399
30471,402,597,402
30472,439,597,597
30473,440,597,597
30474,446,597,597
30475,446,597,597
30476,455,597,455
30477,470,597,470
30478,478,597,478
30479,479,597,479
30480,501,597,597
30481,515,597,597
30482,516,597,516
30483,539,597,539
30484,546,597,597
30485,551,597,551
30486,587,597,587
30487,605,597,605
30488,616,597,616
30489,624,597,624
30490,654,597,654
30491,658,597,658
30492,658,597,658
30493,673,597,673
30494,688,597,688
30495,691,597,691
30496,693,597,597
30497,721,597,721
30498,20,239,20
30499,20,239,20
30500,30,239,239
30501,36,239,239
30502,44,239,239
30503,49,239,239
30504,59,239,239
30505,62,239,239
30506,67,239,239
30507,72,239,239
30508,87,239,239
30509,97,239,239
30510,107,239,239
30511,107,239,239
30512,111,239,111
30513,114,239,239
30514,119,239,239
30515,119,239,239
30516,160,239,239
30517,207,239,239
30518,218,239,239
30519,220,239,239
30520,221,239,239
30521,231,239,231
30522,236,239,239
30523,248,239,239
30524,267,239,239
30525,275,239,239
30526,278,239,239
30527,280,239,239
30528,286,239,239
30529,300,239,239
30530,301,239,239
30531,309,239,239
30532,314,239,239
30533,320,239,239
30534,323,239,239
30535,339,239,239
30536,341,239,239
30537,342,239,239
30538,348,239,239
30539,380,239,380
30540,391,239,239
30541,398,239,398
30542,414,239,239
30543,431,239,239
30544,478,239,239
30545,498,239,239
30546,501,239,239
30547,510,239,510
30548,529,239,529
30549,538,239,239
30550,549,239,239
30551,588,239,239
30552,604,239,239
30553,606,239,239
30554,616,239,239
30555,635,239,635
30556,644,239,239
30557,662,239,239
30558,665,239,239
30559,673,239,239
30560,685,239,239
30561,698,239,239
30562,708,239,239
30563,20,30,20
30564,53,30,53
30565,67,30,30
30566,69,30,30
30567,73,30,73
30568,83,30,83
30569,123,30,123
30570,126,30,126
30571,126,30,126
30572,129,30,30
30573,141,30,141
30574,160,30,160
30575,166,30,166
30576,175,30,30
30577,178,30,178
30578,197,30,197
30579,205,30,30
30580,229,30,229
30581,229,30,229
30582,240,30,240
30583,251,30,251
30584,259,30,30
30585,260,30,260
30586,260,30,260
30587,266,30,30
30588,284,30,284
30589,311,30,311
30590,319,30,319
30591,319,30,319
30592,329,30,329
30593,333,30,30
30594,337,30,337
30595,343,30,30
30596,343,30,30
30597,373,30,373
30598,382,30,382
30599,384,30,384
30600,393,30,30
30601,410,30,30
30602,421,30,421
30603,437,30,30
30604,449,30,30
30605,451,30,451
30606,452,30,452
30607,460,30,460
30608,464,30,464
30609,472,30,472
30610,483,30,483
30611,484,30,484
30612,490,30,490
30613,493,30,493
30614,538,30,30
30615,544,30,30
30616,554,30,30
30617,557,30,30
30618,558,30,30
30619,562,30,30
30620,563,30,30
30621,572,30,572
30622,574,30,30
30623,578,30,30
30624,589,30,30
30625,591,30,30
30626,607,30,30
30627,608,30,30
30628,618,30,30
30629,629,30,629
30630,634,30,634
30631,640,30,640
30632,644,30,644
30633,646,30,646
30634,657,30,657
30635,676,30,676
30636,676,30,676
30637,691,30,30
30638,702,30,702
30639,702,30,702
30640,20,363,20
30641,28,363,28
30642,48,363,48
30643,53,363,53
30644,62,363,62
30645,62,363,62
30646,109,363,109
30647,121,363,121
30648,195,363,195
30649,200,363,200
30650,209,363,209
30651,213,363,363
30652,229,363,229
30653,234,363,234
30654,237,363,237
30655,244,363,244
30656,256,363,256
30657,283,363,283
30658,305,363,305
30659,333,363,333
30660,347,363,347
30661,401,363,363
30662,442,363,442
30663,445,363,445
30664,488,363,488
30665,489,363,489
30666,495,363,495
30667,507,363,507
30668,514,363,514
30669,528,363,528
30670,532,363,532
30671,542,363,542
30672,577,363,363
30673,580,363,580
30674,583,363,583
30675,617,363,617
30676,628,363,628
30677,631,363,631
30678,658,363,658
30679,665,363,665
30680,669,363,669
30681,671,363,671
30682,683,363,683
30683,714,363,714
30684,20,391,20
30685,43,391,391
30686,52,391,52
30687,53,391,53
30688,54,391,391
30689,56,391,391
30690,61,391,61
30691,61,391,61
30692,66,391,391
30693,104,391,391
30694,118,391,391
30695,133,391,391
30696,141,391,391
30697,149,391,391
30698,149,391,391
30699,162,391,162
30700,213,391,391
30701,214,391,214
30702,226,391,391
30703,239,391,239
30704,258,391,391
30705,284,391,391
30706,285,391,391
30707,288,391,288
30708,289,391,289
30709,292,391,292
30710,294,391,391
30711,307,391,391
30712,324,391,391
30713,344,391,391
30714,347,391,391
30715,411,391,391
30716,414,391,391
30717,415,391,391
30718,423,391,391
30719,423,391,391
30720,433,391,391
30721,441,391,441
30722,469,391,469
30723,476,391,391
30724,477,391,391
30725,499,391,391
30726,503,391,391
30727,515,391,391
30728,520,391,391
30729,526,391,526
30730,562,391,391
30731,571,391,571
30732,587,391,587
30733,596,391,596
30734,603,391,391
30735,609,391,391
30736,618,391,391
30737,620,391,620
30738,649,391,649
30739,652,391,391
30740,658,391,658
30741,668,391,668
30742,675,391,391
30743,676,391,676
30744,685,391,391
30745,20,231,20
30746,33,231,33
30747,69,231,231
30748,73,231,73
30749,95,231,231
30750,96,231,96
30751,100,231,231
30752,131,231,131
30753,138,231,231
30754,160,231,160
30755,184,231,184
30756,197,231,197
30757,222,231,231
30758,223,231,223
30759,238,231,238
30760,245,231,245
30761,247,231,247
30762,260,231,260
30763,266,231,231
30764,266,231,231
30765,273,231,231
30766,281,231,281
30767,289,231,289
30768,319,231,319
30769,320,231,320
30770,359,231,359
30771,388,231,231
30772,406,231,406
30773,415,231,415
30774,415,231,415
30775,431,231,431
30776,443,231,443
30777,447,231,231
30778,460,231,460
30779,464,231,231
30780,471,231,471
30781,484,231,484
30782,491,231,491
30783,501,231,501
30784,511,231,511
30785,517,231,231
30786,519,231,519
30787,522,231,231
30788,526,231,231
30789,534,231,534
30790,564,231,231
30791,584,231,584
30792,597,231,231
30793,625,231,625
30794,665,231,231
30795,674,231,674
30796,676,231,676
30797,676,231,676
30798,682,231,231
30799,682,231,231
30800,714,231,714
30801,715,231,715
30802,20,531,20
30803,32,531,531
30804,45,531,531
30805,64,531,64
30806,65,531,65
30807,87,531,87
30808,88,531,531
30809,98,531,531
30810,102,531,531
30811,110,531,110
30812,126,531,126
30813,129,531,531
30814,131,531,131
30815,135,531,135
30816,138,531,531
30817,146,531,146
30818,160,531,160
30819,162,531,162
30820,165,531,165
30821,167,531,531
30822,193,531,193
30823,207,531,207
30824,207,531,207
30825,212,531,212
30826,214,531,214
30827,220,531,531
30828,224,531,531
30829,226,531,226
30830,234,531,234
30831,237,531,237
30832,278,531,278
30833,320,531,320
30834,326,531,326
30835,354,531,531
30836,366,531,531
30837,380,531,380
30838,380,531,380
30839,403,531,531
30840,409,531,409
30841,418,531,418
30842,422,531,531
30843,444,531,444
30844,446,531,446
30845,448,531,448
30846,448,531,448
30847,467,531,467
30848,473,531,473
30849,490,531,490
30850,512,531,512
30851,514,531,514
30852,518,531,531
30853,522,531,522
30854,528,531,528
30855,534,531,531
30856,535,531,535
30857,540,531,531
30858,541,531,531
30859,635,531,635
30860,662,531,662
30861,674,531,531
30862,688,531,531
30863,689,531,689
30864,695,531,695
30865,703,531,531
30866,21,666,666
30867,44,666,666
30868,72,666,666
30869,109,666,666
30870,117,666,666
30871,174,666,666
30872,182,666,666
30873,187,666,666
30874,218,666,666
30875,218,666,666
30876,226,666,666
30877,226,666,666
30878,237,666,666
30879,237,666,666
30880,237,666,666
30881,251,666,251
30882,255,666,666
30883,277,666,277
30884,286,666,666
30885,288,666,288
30886,295,666,666
30887,296,666,666
30888,301,666,666
30889,306,666,306
30890,312,666,312
30891,317,666,666
30892,339,666,666
30893,342,666,666
30894,361,666,666
30895,362,666,666
30896,378,666,666
30897,379,666,666
30898,380,666,380
30899,397,666,666
30900,410,666,666
30901,446,666,446
30902,499,666,666
30903,524,666,524
30904,527,666,666
30905,536,666,666
30906,540,666,666
30907,570,666,666
30908,592,666,666
30909,592,666,666
30910,613,666,666
30911,618,666,666
30912,634,666,666
30913,635,666,635
30914,644,666,644
30915,655,666,655
30916,693,666,666
30917,700,666,666
30918,714,666,666
30919,21,687,687
30920,39,687,687
30921,56,687,687
30922,75,687,687
30923,88,687,687
30924,110,687,687
30925,110,687,687
30926,111,687,687
30927,115,687,115
30928,121,687,121
30929,124,687,124
30930,128,687,128
30931,129,687,129
30932,144,687,144
30933,145,687,145
30934,148,687,687
30935,149,687,149
30936,156,687,156
30937,164,687,687
30938,181,687,687
30939,193,687,193
30940,197,687,687
30941,198,687,198
30942,202,687,687
30943,206,687,687
30944,258,687,687
30945,288,687,288
30946,291,687,291
30947,302,687,687
30948,310,687,310
30949,315,687,687
30950,316,687,687
30951,325,687,687
30952,329,687,687
30953,334,687,334
30954,345,687,687
30955,373,687,373
30956,377,687,687
30957,388,687,687
30958,405,687,687
30959,416,687,687
30960,440,687,687
30961,450,687,687
30962,463,687,687
30963,497,687,497
30964,507,687,687
30965,512,687,512
30966,514,687,514
30967,538,687,687
30968,543,687,687
30969,544,687,687
30970,544,687,687
30971,566,687,687
30972,566,687,687
30973,578,687,687
30974,584,687,584
30975,587,687,587
30976,590,687,687
30977,596,687,596
30978,599,687,687
30979,608,687,687
30980,610,687,687
30981,611,687,687
30982,612,687,612
30983,613,687,687
30984,622,687,687
30985,625,687,687
30986,643,687,643
30987,649,687,649
30988,669,687,687
30989,685,687,687
30990,697,687,687
30991,702,687,702
30992,717,687,717
30993,721,687,687
30994,21,424,424
30995,26,424,424
30996,48,424,424
30997,56,424,424
30998,70,424,424
30999,108,424,424
31000,114,424,424
31001,139,424,424
31002,178,424,424
31003,187,424,424
31004,200,424,424
31005,206,424,424
31006,224,424,424
31007,228,424,424
31008,247,424,424
31009,258,424,424
31010,296,424,424
31011,312,424,424
31012,351,424,424
31013,358,424,424
31014,361,424,424
31015,366,424,424
31016,366,424,424
31017,369,424,424
31018,377,424,424
31019,388,424,424
31020,392,424,424
31021,392,424,424
31022,399,424,424
31023,405,424,424
31024,419,424,424
31025,431,424,424
31026,440,424,424
31027,448,424,424
31028,455,424,424
31029,464,424,464
31030,474,424,424
31031,504,424,424
31032,533,424,424
31033,561,424,424
31034,584,424,424
31035,631,424,424
31036,644,424,424
31037,658,424,658
31038,682,424,424
31039,683,424,424
31040,687,424,424
31041,705,424,424
31042,721,424,424
31043,21,609,609
31044,43,609,609
31045,66,609,609
31046,93,609,93
31047,113,609,609
31048,127,609,127
31049,134,609,609
31050,140,609,609
31051,147,609,609
31052,149,609,609
31053,179,609,609
31054,185,609,609
31055,192,609,609
31056,220,609,609
31057,229,609,229
31058,240,609,240
31059,259,609,609
31060,339,609,609
31061,410,609,609
31062,426,609,609
31063,431,609,609
31064,433,609,609
31065,435,609,435
31066,470,609,470
31067,481,609,609
31068,541,609,609
31069,548,609,609
31070,558,609,609
31071,559,609,609
31072,587,609,587
31073,592,609,609
31074,599,609,609
31075,605,609,609
31076,658,609,658
31077,662,609,662
31078,676,609,609
31079,21,610,21
31080,24,610,24
31081,31,610,31
31082,34,610,34
31083,48,610,610
31084,89,610,610
31085,101,610,101
31086,102,610,610
31087,107,610,107
31088,117,610,117
31089,142,610,142
31090,172,610,172
31091,187,610,610
31092,198,610,198
31093,223,610,223
31094,235,610,235
31095,240,610,240
31096,249,610,249
31097,249,610,249
31098,253,610,253
31099,260,610,260
31100,268,610,610
31101,271,610,610
31102,282,610,282
31103,289,610,289
31104,290,610,610
31105,330,610,330
31106,339,610,339
31107,351,610,351
31108,354,610,354
31109,358,610,358
31110,361,610,610
31111,377,610,610
31112,385,610,385
31113,404,610,404
31114,407,610,407
31115,408,610,408
31116,408,610,408
31117,411,610,610
31118,435,610,435
31119,450,610,610
31120,451,610,451
31121,452,610,452
31122,462,610,462
31123,508,610,508
31124,511,610,511
31125,527,610,527
31126,540,610,610
31127,543,610,610
31128,564,610,610
31129,581,610,581
31130,582,610,610
31131,584,610,584
31132,616,610,610
31133,620,610,620
31134,629,610,629
31135,661,610,661
31136,679,610,610
31137,686,610,610
31138,688,610,610
31139,704,610,610
31140,708,610,610
31141,715,610,715
31142,21,611,21
