First_pokemon,Second_pokemon,Winner
Silcoon,Nidoran♀,Nidoran♀
Azurill,Nidoran♀,Nidoran♀
Kricketot,Nidoran♀,Nidoran♀
Solosis,Nidoran♀,Nidoran♀
Doublade,Nidoran♀,Nidoran♀
Skrelp,Nidoran♀,Nidoran♀
Bergmite,Nidoran♀,Nidoran♀
Nidoran♀,Sunkern,Nidoran♀
Nidoran♀,Turtwig,Nidoran♀
Nidoran♀,Grotle,Nidoran♀
Oshawott,Gurdurr,Oshawott
Oshawott,Totodile,Oshawott
Oshawott,Numel,Oshawott
Oshawott,Metapod,Oshawott
Oshawott,Tyrogue,Oshawott
Oshawott,Wobbuffet,Oshawott
Squirtle,Oshawott,Oshawott
Diglett,Oshawott,Oshawott
Bellsprout,Oshawott,Oshawott
Geodude,Oshawott,Oshawott
Slowbro,Oshawott,Oshawott
Mega Slowbro,Oshawott,Oshawott
Magnemite,Oshawott,Oshawott
Marowak,Oshawott,Oshawott
Porygon,Oshawott,Oshawott
Wobbuffet,Oshawott,Oshawott
Pineco,Oshawott,Oshawott
Cradily,Oshawott,Oshawott
Froslass,Oshawott,Oshawott
Throh,Oshawott,Oshawott
Reuniclus,Oshawott,Oshawott
Beheeyem,Oshawott,Oshawott
Scatterbug,Oshawott,Oshawott
Phantump,Oshawott,Oshawott
Oshawott,Spewpa,Oshawott
Oshawott,Bellsprout,Oshawott
Oshawott,Sentret,Oshawott
Oshawott,Phanpy,Oshawott
Oshawott,Drowzee,Oshawott
Oshawott,Sudowoodo,Oshawott
Oshawott,Slowpoke,Oshawott
Darumaka,Gurdurr,Darumaka
Darumaka,Wooper,Darumaka
Darumaka,Whimsicott,Darumaka
Darumaka,Crustle,Darumaka
Darumaka,Illumise,Darumaka
Darumaka,Wormadam Trash Cloak,Darumaka
Darumaka,Whirlipede,Darumaka
Darumaka,Rhyperior,Darumaka
Darumaka,Shieldon,Darumaka
Darumaka,Spinarak,Darumaka
Metapod,Darumaka,Darumaka
Graveler,Darumaka,Darumaka
Golem,Darumaka,Darumaka
Muk,Darumaka,Darumaka
Koffing,Darumaka,Darumaka
Rhyhorn,Darumaka,Darumaka
Rhydon,Darumaka,Darumaka
Porygon,Darumaka,Darumaka
Sunflora,Darumaka,Darumaka
Sunflora,Darumaka,Darumaka
Mega Steelix,Darumaka,Darumaka
Slugma,Darumaka,Darumaka
Grovyle,Darumaka,Darumaka
Poochyena,Darumaka,Darumaka
Aron,Darumaka,Darumaka
Cacnea,Darumaka,Darumaka
Grotle,Darumaka,Darumaka
Prinplup,Darumaka,Darumaka
Burmy,Darumaka,Darumaka
Combee,Darumaka,Darumaka
Snover,Darumaka,Darumaka
Mega Audino,Darumaka,Darumaka
Throh,Darumaka,Darumaka
Carracosta,Darumaka,Darumaka
Beheeyem,Darumaka,Darumaka
Deino,Darumaka,Darumaka
Aromatisse,Darumaka,Darumaka
Avalugg,Darumaka,Darumaka
Darumaka,Porygon,Darumaka
Darumaka,Sunflora,Darumaka
Darumaka,Foongus,Darumaka
Darumaka,Pumpkaboo Large Size,Darumaka
Darumaka,Dunsparce,Darumaka
Darumaka,Golem,Darumaka
Darumaka,Aron,Darumaka
Pancham,Gurdurr,Pancham
Pancham,Wurmple,Pancham
Machop,Pancham,Pancham
Togepi,Pancham,Pancham
Torkoal,Pancham,Pancham
Corphish,Pancham,Pancham
Lileep,Pancham,Pancham
Cradily,Pancham,Pancham
Luvdisc,Pancham,Pancham
Shellos,Pancham,Pancham
Bronzor,Pancham,Pancham
Spiritomb,Pancham,Pancham
Hippopotas,Pancham,Pancham
Snover,Pancham,Pancham
Rotom,Pancham,Pancham
Timburr,Pancham,Pancham
Ferroseed,Pancham,Pancham
Eelektrik,Pancham,Pancham
Scatterbug,Pancham,Pancham
Pancham,Onix,Pancham
Pancham,Gigalith,Pancham
Pancham,Graveler,Pancham
Pancham,Ferrothorn,Pancham
Pancham,Ferrothorn,Pancham
Pancham,Cleffa,Pancham
Pancham,Phanpy,Pancham
Pyroar,Palpitoad,Pyroar
Pyroar,Grimer,Pyroar
Venusaur,Pyroar,Pyroar
Golbat,Pyroar,Pyroar
Oddish,Pyroar,Pyroar
Vileplume,Pyroar,Pyroar
Muk,Pyroar,Pyroar
Hypno,Pyroar,Pyroar
Krabby,Pyroar,Pyroar
Exeggutor,Pyroar,Pyroar
Hitmonchan,Pyroar,Pyroar
Lickitung,Pyroar,Pyroar
Koffing,Pyroar,Pyroar
Mr. Mime,Pyroar,Pyroar
Flareon,Pyroar,Pyroar
Sunkern,Pyroar,Pyroar
Shuckle,Pyroar,Pyroar
Larvitar,Pyroar,Pyroar
Torchic,Pyroar,Pyroar
Ludicolo,Pyroar,Pyroar
Shiftry,Pyroar,Pyroar
Shedinja,Pyroar,Pyroar
Wailmer,Pyroar,Pyroar
Spoink,Pyroar,Pyroar
Corphish,Pyroar,Pyroar
Crawdaunt,Pyroar,Pyroar
Anorith,Pyroar,Pyroar
Castform,Pyroar,Pyroar
Mega Banette,Pyroar,Pyroar
Dusclops,Pyroar,Pyroar
Luvdisc,Pyroar,Pyroar
Beldum,Pyroar,Pyroar
Metang,Pyroar,Pyroar
Jirachi,Pyroar,Pyroar
Bibarel,Pyroar,Pyroar
Mismagius,Pyroar,Pyroar
Skuntank,Pyroar,Pyroar
Mega Abomasnow,Pyroar,Pyroar
Porygon-Z,Pyroar,Pyroar
Shaymin Land Forme,Pyroar,Pyroar
Throh,Pyroar,Pyroar
Cottonee,Pyroar,Pyroar
Lilligant,Pyroar,Pyroar
Archen,Pyroar,Pyroar
Solosis,Pyroar,Pyroar
Foongus,Pyroar,Pyroar
Klang,Pyroar,Pyroar
Bisharp,Pyroar,Pyroar
Quilladin,Pyroar,Pyroar
Florges,Pyroar,Pyroar
Gogoat,Pyroar,Pyroar
Carbink,Pyroar,Pyroar
Phantump,Pyroar,Pyroar
Pyroar,Fletchling,Pyroar
Pyroar,Fletchling,Pyroar
Pyroar,Combee,Pyroar
Pyroar,Chimecho,Pyroar
Pyroar,Noctowl,Pyroar
Pyroar,Omanyte,Pyroar
Pyroar,Elgyem,Pyroar
Pyroar,Linoone,Pyroar
Pyroar,Metapod,Pyroar
Pyroar,Pineco,Pyroar
Pyroar,Bellossom,Pyroar
Pyroar,Stantler,Pyroar
Pyroar,Darmanitan Zen Mode,Pyroar
Pyroar,Mawile,Pyroar
Pyroar,Ekans,Pyroar
Pyroar,Dusknoir,Pyroar
Pyroar,Furret,Pyroar
Pyroar,Minun,Pyroar
Pyroar,Golduck,Pyroar
Pyroar,Bunnelby,Pyroar
Pyroar,Shellos,Pyroar
Pyroar,Dewott,Pyroar
Pyroar,Mamoswine,Pyroar
Pyroar,Skiploom,Pyroar
Pyroar,Miltank,Pyroar
Pyroar,Deino,Pyroar
Pyroar,Tranquill,Pyroar
Pyroar,Seadra,Pyroar
Pyroar,Bayleef,Pyroar
Pyroar,Torterra,Pyroar
Pyroar,Torterra,Pyroar
Pyroar,Duskull,Pyroar
Pyroar,Corsola,Pyroar
Pyroar,Paras,Pyroar
Pyroar,Blissey,Pyroar
Pyroar,Cubchoo,Pyroar
Pyroar,Monferno,Pyroar
Pyroar,Mega Charizard X,Pyroar
Pyroar,Omastar,Pyroar
Pyroar,Glameow,Pyroar
Pyroar,Mega Ampharos,Pyroar
Pyroar,Volbeat,Pyroar
Pyroar,Munna,Pyroar
Pyroar,Vigoroth,Pyroar
Pyroar,Kabuto,Pyroar
Sableye,Emboar,Sableye
Sableye,Wooper,Sableye
Sableye,Infernape,Sableye
Sableye,Exeggcute,Sableye
Sableye,Azurill,Sableye
Sableye,Gengar,Sableye
Sableye,Spinarak,Sableye
Sableye,Camerupt,Sableye
Nidoran♂,Sableye,Sableye
Clefairy,Sableye,Sableye
Vulpix,Sableye,Sableye
Ninetales,Sableye,Sableye
Lickitung,Sableye,Sableye
Lickitung,Sableye,Sableye
Seaking,Sableye,Sableye
Typhlosion,Sableye,Sableye
Furret,Sableye,Sableye
Hoothoot,Sableye,Sableye
Ampharos,Sableye,Sableye
Misdreavus,Sableye,Sableye
Porygon2,Sableye,Sableye
Tyrogue,Sableye,Sableye
Combusken,Sableye,Sableye
Silcoon,Sableye,Sableye
Nosepass,Sableye,Sableye
Mega Mawile,Sableye,Sableye
Manectric,Sableye,Sableye
Glalie,Sableye,Sableye
Turtwig,Sableye,Sableye
Lopunny,Sableye,Sableye
Snover,Sableye,Sableye
Tangrowth,Sableye,Sableye
Gallade,Sableye,Sableye
Mega Gallade,Sableye,Sableye
Oshawott,Sableye,Sableye
Purrloin,Sableye,Sableye
Sawk,Sableye,Sableye
Sewaddle,Sableye,Sableye
Cofagrigus,Sableye,Sableye
Zorua,Sableye,Sableye
Zoroark,Sableye,Sableye
Alomomola,Sableye,Sableye
Tynamo,Sableye,Sableye
Bouffalant,Sableye,Sableye
Deino,Sableye,Sableye
Keldeo Ordinary Forme,Sableye,Sableye
Doublade,Sableye,Sableye
Helioptile,Sableye,Sableye
Sableye,Slowbro,Sableye
Shieldon,Haunter,Shieldon
Shieldon,Feebas,Shieldon
Shieldon,Spewpa,Shieldon
Jigglypuff,Shieldon,Shieldon
Spinarak,Shieldon,Shieldon
Bronzor,Shieldon,Shieldon
Cofagrigus,Shieldon,Shieldon
Amoonguss,Shieldon,Shieldon
Ferrothorn,Shieldon,Shieldon
Shieldon,Jigglypuff,Shieldon
Shieldon,Kricketot,Shieldon
Shieldon,Spritzee,Shieldon
Shieldon,Spritzee,Shieldon
Shieldon,Cleffa,Shieldon
Ferrothorn,Haunter,Ferrothorn
Ferrothorn,Sandslash,Ferrothorn
Ferrothorn,Gourgeist Small Size,Ferrothorn
Ferrothorn,Noctowl,Ferrothorn
Ferrothorn,Cryogonal,Ferrothorn
Ferrothorn,Suicune,Ferrothorn
Ferrothorn,Clauncher,Ferrothorn
Ferrothorn,Keldeo Resolute Forme,Ferrothorn
Ferrothorn,Igglybuff,Ferrothorn
Ferrothorn,Zebstrika,Ferrothorn
Ferrothorn,Manaphy,Ferrothorn
Ferrothorn,Smoochum,Ferrothorn
Ferrothorn,Smoochum,Ferrothorn
Ferrothorn,Doduo,Ferrothorn
Beedrill,Ferrothorn,Ferrothorn
Spearow,Ferrothorn,Ferrothorn
Vulpix,Ferrothorn,Ferrothorn
Venomoth,Ferrothorn,Ferrothorn
Bellsprout,Ferrothorn,Ferrothorn
Weepinbell,Ferrothorn,Ferrothorn
Seel,Ferrothorn,Ferrothorn
Shellder,Ferrothorn,Ferrothorn
Staryu,Ferrothorn,Ferrothorn
Vaporeon,Ferrothorn,Ferrothorn
Zapdos,Ferrothorn,Ferrothorn
Wooper,Ferrothorn,Ferrothorn
Girafarig,Ferrothorn,Ferrothorn
Pineco,Ferrothorn,Ferrothorn
Mantine,Ferrothorn,Ferrothorn
Blissey,Ferrothorn,Ferrothorn
Mudkip,Ferrothorn,Ferrothorn
Ludicolo,Ferrothorn,Ferrothorn
Wingull,Ferrothorn,Ferrothorn
Wailord,Ferrothorn,Ferrothorn
Torkoal,Ferrothorn,Ferrothorn
Anorith,Ferrothorn,Ferrothorn
Chimecho,Ferrothorn,Ferrothorn
Groudon,Ferrothorn,Ferrothorn
Groudon,Ferrothorn,Ferrothorn
Roserade,Ferrothorn,Ferrothorn
Bonsly,Ferrothorn,Ferrothorn
Mime Jr.,Ferrothorn,Ferrothorn
Happiny,Ferrothorn,Ferrothorn
Shaymin Land Forme,Ferrothorn,Ferrothorn
Simisage,Ferrothorn,Ferrothorn
Zebstrika,Ferrothorn,Ferrothorn
Roggenrola,Ferrothorn,Ferrothorn
Woobat,Ferrothorn,Ferrothorn
Tynamo,Ferrothorn,Ferrothorn
Vullaby,Ferrothorn,Ferrothorn
Florges,Ferrothorn,Ferrothorn
Noibat,Ferrothorn,Ferrothorn
Ferrothorn,Huntail,Ferrothorn
Ferrothorn,Huntail,Ferrothorn
Ferrothorn,Delibird,Ferrothorn
Ferrothorn,Clamperl,Ferrothorn
Ferrothorn,Ampharos,Ferrothorn
Ferrothorn,Goldeen,Ferrothorn
Ferrothorn,Drilbur,Ferrothorn
Ferrothorn,Cloyster,Ferrothorn
Ferrothorn,Flaaffy,Ferrothorn
Nidorino,Petilil,Nidorino
Nidorino,Bastiodon,Nidorino
Nidorino,Empoleon,Nidorino
Nidorino,Marshtomp,Nidorino
Nidorino,Chespin,Nidorino
Nidorino,Gothorita,Nidorino
Nidorino,Metapod,Nidorino
Nidorino,Pineco,Nidorino
Nidorino,Tirtouga,Nidorino
Nidorino,Wormadam Trash Cloak,Nidorino
Nidorino,Pignite,Nidorino
Nidorino,Tangrowth,Nidorino
Nidoran♂,Nidorino,Nidorino
Grimer,Nidorino,Nidorino
Marowak,Nidorino,Nidorino
Horsea,Nidorino,Nidorino
Spinarak,Nidorino,Nidorino
Igglybuff,Nidorino,Nidorino
Pineco,Nidorino,Nidorino
Dunsparce,Nidorino,Nidorino
Shuckle,Nidorino,Nidorino
Shuckle,Nidorino,Nidorino
Teddiursa,Nidorino,Nidorino
Houndour,Nidorino,Nidorino
Blissey,Nidorino,Nidorino
Mega Sableye,Nidorino,Nidorino
Whiscash,Nidorino,Nidorino
Wynaut,Nidorino,Nidorino
Bagon,Nidorino,Nidorino
Bagon,Nidorino,Nidorino
Metang,Nidorino,Nidorino
Starly,Nidorino,Nidorino
Petilil,Nidorino,Nidorino
Carracosta,Nidorino,Nidorino
Duosion,Nidorino,Nidorino
Eelektrik,Nidorino,Nidorino
Mienfoo,Nidorino,Nidorino
Pawniard,Nidorino,Nidorino
Larvesta,Nidorino,Nidorino
Bunnelby,Nidorino,Nidorino
Tyrunt,Nidorino,Nidorino
Pumpkaboo Super Size,Nidorino,Nidorino
Nidorino,Slugma,Nidorino
Nidorino,Hippopotas,Nidorino
Nidorino,Vanillish,Nidorino
Nidorino,Foongus,Nidorino
Nidorino,Spritzee,Nidorino
Nidorino,Cherubi,Nidorino
Nidorino,Regice,Nidorino
Nidorino,Phanpy,Nidorino
Nidorino,Conkeldurr,Nidorino
Staryu,Petilil,Staryu
Staryu,Nidoran♂,Staryu
Staryu,Cyndaquil,Staryu
Staryu,Vanillite,Staryu
Staryu,Absol,Staryu
Staryu,Lunatone,Staryu
Staryu,Mightyena,Staryu
Staryu,Magnezone,Staryu
Staryu,Pancham,Staryu
Staryu,Ekans,Staryu
Staryu,Prinplup,Staryu
Staryu,Politoed,Staryu
Staryu,Aggron,Staryu
Staryu,Mega Scizor,Staryu
Staryu,Fraxure,Staryu
Staryu,Mamoswine,Staryu
Staryu,Oshawott,Staryu
Staryu,Mandibuzz,Staryu
Wartortle,Staryu,Staryu
Beedrill,Staryu,Staryu
Golem,Staryu,Staryu
Shellder,Staryu,Staryu
Onix,Staryu,Staryu
Dratini,Staryu,Staryu
Dragonair,Staryu,Staryu
Noctowl,Staryu,Staryu
Mareep,Staryu,Staryu
Hoppip,Staryu,Staryu
Misdreavus,Staryu,Staryu
Scizor,Staryu,Staryu
Corsola,Staryu,Staryu
Remoraid,Staryu,Staryu
Phanpy,Staryu,Staryu
Smeargle,Staryu,Staryu
Blaziken,Staryu,Staryu
Marshtomp,Staryu,Staryu
Poochyena,Staryu,Staryu
Seedot,Staryu,Staryu
Masquerain,Staryu,Staryu
Sableye,Staryu,Staryu
Lairon,Staryu,Staryu
Aggron,Staryu,Staryu
Electrike,Staryu,Staryu
Volbeat,Staryu,Staryu
Wailmer,Staryu,Staryu
Grumpig,Staryu,Staryu
Lileep,Staryu,Staryu
Starly,Staryu,Staryu
Starly,Staryu,Staryu
Bronzong,Staryu,Staryu
Toxicroak,Staryu,Staryu
Rotom,Staryu,Staryu
Dewott,Staryu,Staryu
Pidove,Staryu,Staryu
Venipede,Staryu,Staryu
Solosis,Staryu,Staryu
Litwick,Staryu,Staryu
Lampent,Staryu,Staryu
Deino,Staryu,Staryu
Pancham,Staryu,Staryu
Aegislash Blade Forme,Staryu,Staryu
Binacle,Staryu,Staryu
Amaura,Staryu,Staryu
Staryu,Relicanth,Staryu
Staryu,Gastly,Staryu
Staryu,Nidoran♀,Staryu
Staryu,Tyrantrum,Staryu
Staryu,Mantyke,Staryu
Staryu,Magcargo,Staryu
Staryu,Quilava,Staryu
Staryu,Paras,Staryu
Staryu,Loudred,Staryu
Staryu,Mantine,Staryu
Staryu,Litleo,Staryu
Staryu,Skitty,Staryu
Staryu,Piplup,Staryu
Staryu,Mega Swampert,Staryu
Staryu,Trevenant,Staryu
Staryu,Watchog,Staryu
Staryu,Glalie,Staryu
Porygon,Petilil,Porygon
Porygon,Whismur,Porygon
Porygon,Tirtouga,Porygon
Porygon,Wormadam Trash Cloak,Porygon
Porygon,Avalugg,Porygon
Porygon,Shieldon,Porygon
Kakuna,Porygon,Porygon
Jigglypuff,Porygon,Porygon
Abra,Porygon,Porygon
Graveler,Porygon,Porygon
Gastly,Porygon,Porygon
Gengar,Porygon,Porygon
Mega Gengar,Porygon,Porygon
Whismur,Porygon,Porygon
Azurill,Porygon,Porygon
Mega Sableye,Porygon,Porygon
Corphish,Porygon,Porygon
Corphish,Porygon,Porygon
Wormadam Plant Cloak,Porygon,Porygon
Giratina Altered Forme,Porygon,Porygon
Musharna,Porygon,Porygon
Skrelp,Porygon,Porygon
Porygon,Mega Camerupt,Porygon
Totodile,Petilil,Totodile
Diglett,Totodile,Totodile
Forretress,Totodile,Totodile
Steelix,Totodile,Totodile
Steelix,Totodile,Totodile
Poochyena,Totodile,Totodile
Poochyena,Totodile,Totodile
Wurmple,Totodile,Totodile
Shedinja,Totodile,Totodile
Aron,Totodile,Totodile
Aron,Totodile,Totodile
Mega Camerupt,Totodile,Totodile
Spheal,Totodile,Totodile
Spheal,Totodile,Totodile
Mega Abomasnow,Totodile,Totodile
Patrat,Totodile,Totodile
Gigalith,Totodile,Totodile
Carracosta,Totodile,Totodile
Totodile,Wooper,Totodile
Totodile,Aromatisse,Totodile
Totodile,Wynaut,Totodile
Totodile,Spewpa,Totodile
Totodile,Burmy,Totodile
Totodile,Bellsprout,Totodile
Totodile,Slugma,Totodile
Totodile,Jigglypuff,Totodile
Totodile,Stunfisk,Totodile
Totodile,Sentret,Totodile
Totodile,Shuckle,Totodile
Swablu,Petilil,Swablu
Swablu,Wormadam Sandy Cloak,Swablu
Swablu,Makuhita,Swablu
Swablu,Cascoon,Swablu
Swablu,Eelektrik,Swablu
Swablu,Spinarak,Swablu
Swablu,Corphish,Swablu
Swablu,Shelmet,Swablu
Swablu,Bronzong,Swablu
Swablu,Torterra,Swablu
Swablu,Cubchoo,Swablu
Swablu,Spheal,Swablu
Swablu,Grotle,Swablu
Swablu,Grotle,Swablu
Nidoking,Swablu,Swablu
Paras,Swablu,Swablu
Venonat,Swablu,Swablu
Bellsprout,Swablu,Swablu
Slowbro,Swablu,Swablu
Totodile,Swablu,Swablu
Spinarak,Swablu,Swablu
Octillery,Swablu,Swablu
Mega Swampert,Swablu,Swablu
Azurill,Swablu,Swablu
Regirock,Swablu,Swablu
Piplup,Swablu,Swablu
Wormadam Sandy Cloak,Swablu,Swablu
Wormadam Trash Cloak,Swablu,Swablu
Garchomp,Swablu,Swablu
Giratina Altered Forme,Swablu,Swablu
Mega Audino,Swablu,Swablu
Timburr,Swablu,Swablu
Darumaka,Swablu,Swablu
Lampent,Swablu,Swablu
Doublade,Swablu,Swablu
Swablu,Flaaffy,Swablu
Burmy,Petilil,Burmy
Burmy,Scatterbug,Burmy
Burmy,Wooper,Burmy
Burmy,Makuhita,Burmy
Kakuna,Burmy,Burmy
Steelix,Burmy,Burmy
Snubbull,Burmy,Burmy
Aron,Burmy,Burmy
Aron,Burmy,Burmy
Duskull,Burmy,Burmy
Duskull,Burmy,Burmy
Dusclops,Burmy,Burmy
Dusclops,Burmy,Burmy
Elgyem,Burmy,Burmy
Aromatisse,Burmy,Burmy
Avalugg,Burmy,Burmy
Hoopa Confined,Burmy,Burmy
Burmy,Shelmet,Burmy
Grumpig,Gourgeist Super Size,Grumpig
Grumpig,Gothita,Grumpig
Grumpig,Zubat,Grumpig
Grumpig,Vanillite,Grumpig
Grumpig,Exploud,Grumpig
Grumpig,Gothorita,Grumpig
Grumpig,Panpour,Grumpig
Grumpig,Pumpkaboo Super Size,Grumpig
Grumpig,Gastrodon,Grumpig
Grumpig,Mawile,Grumpig
Grumpig,Flareon,Grumpig
Grumpig,Cranidos,Grumpig
Grumpig,Mankey,Grumpig
Grumpig,Vanillish,Grumpig
Grumpig,Corphish,Grumpig
Pidgey,Grumpig,Grumpig
Vileplume,Grumpig,Grumpig
Vileplume,Grumpig,Grumpig
Paras,Grumpig,Grumpig
Venonat,Grumpig,Grumpig
Graveler,Grumpig,Grumpig
Graveler,Grumpig,Grumpig
Dewgong,Grumpig,Grumpig
Noctowl,Grumpig,Grumpig
Flaaffy,Grumpig,Grumpig
Octillery,Grumpig,Grumpig
Delibird,Grumpig,Grumpig
Tyrogue,Grumpig,Grumpig
Silcoon,Grumpig,Grumpig
Lombre,Grumpig,Grumpig
Slakoth,Grumpig,Grumpig
Aggron,Grumpig,Grumpig
Cacnea,Grumpig,Grumpig
Budew,Grumpig,Grumpig
Rampardos,Grumpig,Grumpig
Hippowdon,Grumpig,Grumpig
Roggenrola,Grumpig,Grumpig
Woobat,Grumpig,Grumpig
Tympole,Grumpig,Grumpig
Palpitoad,Grumpig,Grumpig
Gothitelle,Grumpig,Grumpig
Quilladin,Grumpig,Grumpig
Barbaracle,Grumpig,Grumpig
Tyrunt,Grumpig,Grumpig
Aurorus,Grumpig,Grumpig
Sylveon,Grumpig,Grumpig
Pumpkaboo Large Size,Grumpig,Grumpig
Grumpig,Helioptile,Grumpig
Grumpig,Abomasnow,Grumpig
Grumpig,Duskull,Grumpig
Grumpig,Karrablast,Grumpig
Grumpig,Sealeo,Grumpig
Grumpig,Audino,Grumpig
Grumpig,Drowzee,Grumpig
Grumpig,Omastar,Grumpig
Grumpig,Drilbur,Grumpig
Grumpig,Slowpoke,Grumpig
Grumpig,Slowpoke,Grumpig
Grumpig,Pupitar,Grumpig
Fennekin,Gourgeist Super Size,Fennekin
Fennekin,Dragalge,Fennekin
Fennekin,Machop,Fennekin
Fennekin,Combusken,Fennekin
Fennekin,Throh,Fennekin
Marill,Fennekin,Fennekin
Forretress,Fennekin,Fennekin
Forretress,Fennekin,Fennekin
Cascoon,Fennekin,Fennekin
Whismur,Fennekin,Fennekin
Loudred,Fennekin,Fennekin
Swalot,Fennekin,Fennekin
Swablu,Fennekin,Fennekin
Crawdaunt,Fennekin,Fennekin
Prinplup,Fennekin,Fennekin
Rampardos,Fennekin,Fennekin
Throh,Fennekin,Fennekin
Scrafty,Fennekin,Fennekin
Vanillish,Fennekin,Fennekin
Amoonguss,Fennekin,Fennekin
Amoonguss,Fennekin,Fennekin
Vullaby,Fennekin,Fennekin
Flabébé,Fennekin,Fennekin
Binacle,Fennekin,Fennekin
Dragalge,Fennekin,Fennekin
Hoopa Confined,Fennekin,Fennekin
Fennekin,Prinplup,Fennekin
Fennekin,Ledyba,Fennekin
Fennekin,Oshawott,Fennekin
Fennekin,Slakoth,Fennekin
Fennekin,Shieldon,Fennekin
Fennekin,Psyduck,Fennekin
Fennekin,Jigglypuff,Fennekin
Fennekin,Goomy,Fennekin
Fennekin,Dunsparce,Fennekin
Fennekin,Bronzong,Fennekin
Fennekin,Dratini,Fennekin
Fennekin,Piplup,Fennekin
Fennekin,Zweilous,Fennekin
Fennekin,Trevenant,Fennekin
Fennekin,Magnemite,Fennekin
Weedle,Nidoran♂,Nidoran♂
Clefairy,Nidoran♂,Nidoran♂
Parasect,Nidoran♂,Nidoran♂
Porygon,Nidoran♂,Nidoran♂
Sudowoodo,Nidoran♂,Nidoran♂
Sunkern,Nidoran♂,Nidoran♂
Unown,Nidoran♂,Nidoran♂
Wobbuffet,Nidoran♂,Nidoran♂
Aron,Nidoran♂,Nidoran♂
Mega Aggron,Nidoran♂,Nidoran♂
Shelgon,Nidoran♂,Nidoran♂
Kricketot,Nidoran♂,Nidoran♂
Vespiquen,Nidoran♂,Nidoran♂
Vespiquen,Nidoran♂,Nidoran♂
Cherubi,Nidoran♂,Nidoran♂
Chingling,Nidoran♂,Nidoran♂
Petilil,Nidoran♂,Nidoran♂
Eelektross,Nidoran♂,Nidoran♂
Golurk,Nidoran♂,Nidoran♂
Deino,Nidoran♂,Nidoran♂
Spewpa,Nidoran♂,Nidoran♂
Nidoran♂,Beheeyem,Nidoran♂
Nidoran♂,Pancham,Nidoran♂
Nidoran♂,Tirtouga,Nidoran♂
Nidoran♂,Magikarp,Nidoran♂
Nidoran♂,Magikarp,Nidoran♂
Nidoran♂,Ralts,Nidoran♂
Nidoran♂,Stunfisk,Nidoran♂
Nidoran♂,Spritzee,Nidoran♂
Nidoran♂,Cubone,Nidoran♂
Nidoran♂,Kakuna,Nidoran♂
Nidoran♂,Mega Ampharos,Nidoran♂
Nidoran♂,Slowbro,Nidoran♂
Nidoran♂,Shellder,Nidoran♂
Mega Camerupt,Pansear,Mega Camerupt
Mega Camerupt,Riolu,Mega Camerupt
Mega Camerupt,Abra,Mega Camerupt
Mega Camerupt,Darmanitan Zen Mode,Mega Camerupt
Mega Camerupt,Venomoth,Mega Camerupt
Mega Camerupt,Venomoth,Mega Camerupt
Mega Camerupt,Voltorb,Mega Camerupt
Mega Camerupt,Onix,Mega Camerupt
Mega Camerupt,Chesnaught,Mega Camerupt
Mega Camerupt,Mega Metagross,Mega Camerupt
Mega Camerupt,Croagunk,Mega Camerupt
Mega Camerupt,Beldum,Mega Camerupt
Mega Camerupt,Kricketot,Mega Camerupt
Vulpix,Mega Camerupt,Mega Camerupt
Tentacool,Mega Camerupt,Mega Camerupt
Slowpoke,Mega Camerupt,Mega Camerupt
Lanturn,Mega Camerupt,Mega Camerupt
Misdreavus,Mega Camerupt,Mega Camerupt
Tyrogue,Mega Camerupt,Mega Camerupt
Smoochum,Mega Camerupt,Mega Camerupt
Skitty,Mega Camerupt,Mega Camerupt
Glalie,Mega Camerupt,Mega Camerupt
Mega Glalie,Mega Camerupt,Mega Camerupt
Regice,Mega Camerupt,Mega Camerupt
Riolu,Mega Camerupt,Mega Camerupt
Heatran,Mega Camerupt,Mega Camerupt
Simisage,Mega Camerupt,Mega Camerupt
Solosis,Mega Camerupt,Mega Camerupt
Joltik,Mega Camerupt,Mega Camerupt
Galvantula,Mega Camerupt,Mega Camerupt
Accelgor,Mega Camerupt,Mega Camerupt
Braixen,Mega Camerupt,Mega Camerupt
Meowstic Female,Mega Camerupt,Mega Camerupt
Mega Camerupt,Persian,Mega Camerupt
Mega Camerupt,Litleo,Mega Camerupt
Mega Camerupt,Cherrim,Mega Camerupt
Mega Camerupt,Nincada,Mega Camerupt
Trubbish,Pansear,Trubbish
Trubbish,Lapras,Trubbish
Trubbish,Dragalge,Trubbish
Trubbish,Omanyte,Trubbish
Trubbish,Magnezone,Trubbish
Trubbish,Elgyem,Trubbish
Trubbish,Fennekin,Trubbish
Trubbish,Croconaw,Trubbish
Squirtle,Trubbish,Trubbish
Ekans,Trubbish,Trubbish
Paras,Trubbish,Trubbish
Psyduck,Trubbish,Trubbish
Muk,Trubbish,Trubbish
Mareep,Trubbish,Trubbish
Marill,Trubbish,Trubbish
Sunflora,Trubbish,Trubbish
Quagsire,Trubbish,Trubbish
Unown,Trubbish,Trubbish
Teddiursa,Trubbish,Trubbish
Swalot,Trubbish,Trubbish
Carvanha,Trubbish,Trubbish
Numel,Trubbish,Trubbish
Lileep,Trubbish,Trubbish
Banette,Trubbish,Trubbish
Tropius,Trubbish,Trubbish
Chimecho,Trubbish,Trubbish
Rampardos,Trubbish,Trubbish
Wormadam Plant Cloak,Trubbish,Trubbish
Cherubi,Trubbish,Trubbish
