,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
614,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,74.0,6400,70,303,190,Automaton Pokémon,50.0,1000000,1.0,59.0,Gobitゴビット,Golett,,622,35.0,50.0,35.0,Ground,Ghost,92.0,5,0
615,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,124.0,6400,70,483,90,Automaton Pokémon,80.0,1000000,2.8,89.0,Goloogゴルーグ,Golurk,,623,55.0,80.0,55.0,Ground,Ghost,330.0,5,0
616,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,85.0,5120,35,340,120,Sharp Blade Pokémon,70.0,1000000,0.5,45.0,Komatanaコマタナ,Pawniard,50.0,624,40.0,40.0,60.0,Dark,Steel,10.2,5,0
617,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,125.0,5120,35,490,45,Sword Blade Pokémon,100.0,1000000,1.6,65.0,Kirikizanキリキザン,Bisharp,50.0,625,60.0,70.0,70.0,Dark,Steel,70.0,5,0
618,"['Reckless', 'Sap Sipper', 'Soundproof']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,5120,70,490,45,Bash Buffalo Pokémon,95.0,1000000,1.6,95.0,Buffronバッフロン,Bouffalant,50.0,626,40.0,95.0,55.0,Normal,,94.6,5,0
619,"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,83.0,5120,70,350,190,Eaglet Pokémon,50.0,1250000,0.5,70.0,Washibonワシボン,Rufflet,100.0,627,37.0,50.0,60.0,Normal,Flying,10.5,5,0
620,"['Keen Eye', 'Sheer Force', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,123.0,5120,70,510,60,Valiant Pokémon,75.0,1250000,1.5,100.0,Warrgleウォーグル,Braviary,100.0,628,57.0,75.0,80.0,Normal,Flying,41.0,5,0
621,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,55.0,5120,35,370,190,Diapered Pokémon,75.0,1250000,0.5,70.0,Valchaiバルチャイ,Vullaby,0.0,629,45.0,65.0,60.0,Dark,Flying,9.0,5,0
622,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,65.0,5120,35,510,60,Bone Vulture Pokémon,105.0,1250000,1.2,110.0,Vulginaバルジーナ,Mandibuzz,0.0,630,55.0,95.0,80.0,Dark,Flying,39.5,5,0
623,"['Gluttony', 'Flash Fire', 'White Smoke']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,97.0,5120,70,484,90,Anteater Pokémon,66.0,1000000,1.4,85.0,Kuitaranクイタラン,Heatmor,50.0,631,105.0,66.0,65.0,Fire,,58.0,5,0
624,"['Swarm', 'Hustle', 'Truant']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,109.0,5120,70,484,90,Iron Ant Pokémon,112.0,1000000,0.3,58.0,Aiantアイアント,Durant,50.0,632,48.0,48.0,109.0,Bug,Steel,33.0,5,0
625,['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,65.0,10240,35,300,45,Irate Pokémon,50.0,1250000,0.8,52.0,Monozuモノズ,Deino,50.0,633,45.0,50.0,38.0,Dark,Dragon,17.3,5,0
626,['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,85.0,10240,35,420,45,Hostile Pokémon,70.0,1250000,1.4,72.0,Diheadジヘッド,Zweilous,50.0,634,65.0,70.0,58.0,Dark,Dragon,50.0,5,0
627,['Levitate'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,105.0,10240,35,600,45,Brutal Pokémon,90.0,1250000,1.8,92.0,Sazandoraサザンドラ,Hydreigon,50.0,635,125.0,90.0,98.0,Dark,Dragon,160.0,5,0
628,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,85.0,10240,70,360,45,Torch Pokémon,55.0,1250000,1.1,55.0,Merlarvaメラルバ,Larvesta,50.0,636,50.0,55.0,60.0,Bug,Fire,28.8,5,0
629,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,60.0,10240,70,550,15,Sun Pokémon,65.0,1250000,1.6,85.0,Ulgamothウルガモス,Volcarona,50.0,637,135.0,105.0,100.0,Bug,Fire,46.0,5,0
630,['Justified'],0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,90.0,20480,35,580,3,Iron Will Pokémon,129.0,1250000,2.1,91.0,Cobalonコバルオン,Cobalion,,638,90.0,72.0,108.0,Steel,Fighting,250.0,5,1
631,['Justified'],0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,129.0,20480,35,580,3,Cavern Pokémon,90.0,1250000,1.9,91.0,Terrakionテラキオン,Terrakion,,639,72.0,90.0,108.0,Rock,Fighting,260.0,5,1
632,['Justified'],1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,90.0,20480,35,580,3,Grassland Pokémon,72.0,1250000,2.0,91.0,Virizionビリジオン,Virizion,,640,90.0,129.0,108.0,Grass,Fighting,200.0,5,1
633,['Turboblaze'],0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,120.0,30720,0,680,3,Vast White Pokémon,100.0,1250000,3.2,100.0,Reshiramレシラム,Reshiram,,643,150.0,120.0,90.0,Dragon,Fire,330.0,5,1
634,['Teravolt'],1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,150.0,30720,0,680,3,Deep Black Pokémon,120.0,1250000,2.9,100.0,Zekromゼクロム,Zekrom,,644,120.0,100.0,90.0,Dragon,Electric,345.0,5,1
635,"['Pressure', 'Teravolt', 'Turboblaze']",1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,130.0,30720,0,700,3,Boundary Pokémon,90.0,1250000,3.0,125.0,Kyuremキュレム,Kyurem,,646,130.0,90.0,95.0,Dragon,Ice,325.0,5,1
636,['Download'],0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,120.0,30720,0,600,3,Paleozoic Pokémon,95.0,1250000,1.5,71.0,Genesectゲノセクト,Genesect,,649,120.0,95.0,99.0,Bug,Steel,82.5,5,1
637,"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,61.0,5120,70,313,45,Spiky Nut Pokémon,65.0,1059860,0.4,56.0,Harimaronハリマロン,Chespin,88.1,650,48.0,45.0,38.0,Grass,,9.0,6,0
638,"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,78.0,5120,70,405,45,Spiny Armor Pokémon,95.0,1059860,0.7,61.0,Hariborgハリボーグ,Quilladin,88.1,651,56.0,58.0,57.0,Grass,,29.0,6,0
639,"['Overgrow', 'Bulletproof']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,107.0,5120,70,530,45,Spiny Armor Pokémon,122.0,1059860,1.6,88.0,Brigarronブリガロン,Chesnaught,88.1,652,74.0,75.0,64.0,Grass,Fighting,90.0,6,0
640,"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,45.0,5120,70,307,45,Fox Pokémon,40.0,1059860,0.4,40.0,Fokkoフォッコ,Fennekin,88.1,653,62.0,60.0,60.0,Fire,,9.4,6,0
641,"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,59.0,5120,70,409,45,Fox Pokémon,58.0,1059860,1.0,59.0,Tairenarテールナー,Braixen,88.1,654,90.0,70.0,73.0,Fire,,14.5,6,0
642,"['Blaze', 'Magician']",1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,69.0,5120,70,534,45,Fox Pokémon,72.0,1059860,1.5,75.0,Mahoxyマフォクシー,Delphox,88.1,655,114.0,100.0,104.0,Fire,Psychic,39.0,6,0
643,"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,56.0,5120,70,314,45,Bubble Frog Pokémon,40.0,1059860,0.3,41.0,Keromatsuケロマツ,Froakie,88.1,656,62.0,44.0,71.0,Water,,7.0,6,0
644,"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,63.0,5120,70,405,45,Bubble Frog Pokémon,52.0,1059860,0.6,54.0,Gekogashiraゲコガシラ,Frogadier,88.1,657,83.0,56.0,97.0,Water,,10.9,6,0
645,"['Torrent', 'Protean', 'Battle Bond']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,95.0,5120,70,640,45,Ninja Pokémon,67.0,1059860,1.5,72.0,Gekkougaゲッコウガ,Greninja,88.1,658,103.0,71.0,122.0,Water,Dark,40.0,6,0
646,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,3840,70,237,255,Digging Pokémon,38.0,1000000,0.4,38.0,Horubeeホルビー,Bunnelby,50.0,659,32.0,36.0,57.0,Normal,,5.0,6,0
647,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,56.0,3840,70,423,127,Digging Pokémon,77.0,1000000,1.0,85.0,Horudoホルード,Diggersby,50.0,660,50.0,77.0,78.0,Normal,Ground,42.4,6,0
648,"['Big Pecks', 'Gale Wings']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50.0,3840,70,278,255,Tiny Robin Pokémon,43.0,1059860,0.3,45.0,Yayakomaヤヤコマ,Fletchling,50.0,661,40.0,38.0,62.0,Normal,Flying,1.7,6,0
649,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,73.0,3840,70,382,120,Ember Pokémon,55.0,1059860,0.7,62.0,Hinoyakomaヒノヤコマ,Fletchinder,50.0,662,56.0,52.0,84.0,Fire,Flying,16.0,6,0
650,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,81.0,3840,70,499,45,Scorching Pokémon,71.0,1059860,1.2,78.0,Fiarrowファイアロー,Talonflame,50.0,663,74.0,69.0,126.0,Fire,Flying,24.5,6,0
651,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35.0,3840,70,200,255,Scatterdust Pokémon,40.0,1000000,0.3,38.0,Kofukimushiコフキムシ,Scatterbug,50.0,664,27.0,25.0,35.0,Bug,,2.5,6,0
652,"['Shed Skin', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,22.0,3840,70,213,120,Scatterdust Pokémon,60.0,1000000,0.3,45.0,Kofuuraiコフーライ,Spewpa,50.0,665,27.0,30.0,29.0,Bug,,8.4,6,0
653,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,52.0,3840,70,411,45,Scale Pokémon,50.0,1000000,1.2,80.0,Viviyonビビヨン,Vivillon,50.0,666,90.0,50.0,89.0,Bug,Flying,17.0,6,0
654,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,50.0,5120,70,369,220,Lion Cub Pokémon,58.0,1059860,0.6,62.0,Shishikoシシコ,Litleo,11.2,667,73.0,54.0,72.0,Fire,Normal,13.5,6,0
655,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,68.0,5120,70,507,65,Royal Pokémon,72.0,1059860,1.5,86.0,Kaenjishiカエンジシ,Pyroar,11.2,668,109.0,66.0,106.0,Fire,Normal,81.5,6,0
656,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,38.0,5120,70,303,225,Single Bloom Pokémon,39.0,1000000,0.1,44.0,Flabebeフラベベ,Flabébé,0.0,669,61.0,79.0,42.0,Fairy,,0.1,6,0
657,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,45.0,5120,70,551,120,Fairy Pokémon,47.0,1000000,0.2,54.0,Floetteフラエッテ,Floette,0.0,670,75.0,98.0,52.0,Fairy,,0.9,6,0
658,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65.0,5120,70,552,45,Garden Pokémon,68.0,1000000,1.1,78.0,Florgesフラージェス,Florges,0.0,671,112.0,154.0,75.0,Fairy,,10.0,6,0
659,"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65.0,5120,70,350,200,Mount Pokémon,48.0,1000000,0.9,66.0,Meecleメェークル,Skiddo,50.0,672,62.0,57.0,52.0,Grass,,31.0,6,0
660,"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100.0,5120,70,531,45,Mount Pokémon,62.0,1000000,1.7,123.0,Gogoatゴーゴート,Gogoat,50.0,673,97.0,81.0,68.0,Grass,,91.0,6,0
661,"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,82.0,6400,70,348,220,Playful Pokémon,62.0,1000000,0.6,67.0,Yanchamヤンチャム,Pancham,50.0,674,46.0,48.0,43.0,Fighting,,8.0,6,0
662,"['Iron Fist', 'Mold Breaker', 'Scrappy']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,124.0,6400,70,495,65,Daunting Pokémon,78.0,1000000,2.1,95.0,Gorondaゴロンダ,Pangoro,50.0,675,69.0,71.0,58.0,Fighting,Dark,136.0,6,0
663,['Fur Coat'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,5120,70,472,160,Poodle Pokémon,60.0,1000000,1.2,75.0,Trimmienトリミアン,Furfrou,50.0,676,65.0,90.0,102.0,Normal,,28.0,6,0
664,"['Keen Eye', 'Infiltrator', 'Own Tempo']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48.0,5120,70,355,190,Restraint Pokémon,54.0,1000000,0.3,62.0,Nyasperニャスパー,Espurr,50.0,677,63.0,60.0,68.0,Psychic,,3.5,6,0
665,['No Guard'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,80.0,5120,70,325,180,Sword Pokémon,100.0,1000000,0.8,45.0,Hitotsukiヒトツキ,Honedge,50.0,679,35.0,37.0,28.0,Steel,Ghost,2.0,6,0
666,['No Guard'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,110.0,5120,70,448,90,Sword Pokémon,150.0,1000000,0.8,59.0,Nidangillニダンギル,Doublade,50.0,680,45.0,49.0,35.0,Steel,Ghost,4.5,6,0
667,"['Healer', 'Aroma Veil']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,52.0,5120,70,341,200,Perfume Pokémon,60.0,1000000,0.2,78.0,Shushupuシュシュプ,Spritzee,50.0,682,63.0,65.0,23.0,Fairy,,0.5,6,0
668,"['Healer', 'Aroma Veil']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,72.0,5120,70,462,140,Fragrance Pokémon,72.0,1000000,0.8,101.0,Frefuwanフレフワン,Aromatisse,50.0,683,99.0,89.0,29.0,Fairy,,15.5,6,0
669,"['Sweet Veil', 'Unburden']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,48.0,5120,70,341,200,Cotton Candy Pokémon,66.0,1000000,0.4,62.0,Peroppafuペロッパフ,Swirlix,50.0,684,59.0,57.0,49.0,Fairy,,3.5,6,0
670,"['Sweet Veil', 'Unburden']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80.0,5120,70,480,140,Meringue Pokémon,86.0,1000000,0.8,82.0,Peroreamペロリーム,Slurpuff,50.0,685,85.0,75.0,72.0,Fairy,,5.0,6,0
671,"['Contrary', 'Suction Cups', 'Infiltrator']",4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,54.0,5120,70,288,190,Revolving Pokémon,53.0,1000000,0.4,53.0,Maaiikaマーイーカ,Inkay,50.0,686,37.0,46.0,45.0,Dark,Psychic,3.5,6,0
672,"['Contrary', 'Suction Cups', 'Infiltrator']",4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,92.0,5120,70,482,80,Overturning Pokémon,88.0,1000000,1.5,86.0,Calamaneroカラマネロ,Malamar,50.0,687,68.0,75.0,73.0,Dark,Psychic,47.0,6,0
673,"['Tough Claws', 'Sniper', 'Pickpocket']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,52.0,5120,70,306,120,Two-Handed Pokémon,67.0,1000000,0.5,42.0,Kameteteカメテテ,Binacle,50.0,688,39.0,56.0,50.0,Rock,Water,31.0,6,0
674,"['Tough Claws', 'Sniper', 'Pickpocket']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,105.0,5120,70,500,45,Collective Pokémon,115.0,1000000,1.3,72.0,Gamenodesガメノデス,Barbaracle,50.0,689,54.0,86.0,68.0,Rock,Water,96.0,6,0
675,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,60.0,5120,70,320,225,Mock Kelp Pokémon,60.0,1000000,0.5,50.0,Kuzumoクズモー,Skrelp,50.0,690,60.0,60.0,30.0,Poison,Water,7.3,6,0
676,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,75.0,5120,70,494,55,Mock Kelp Pokémon,90.0,1000000,1.8,65.0,Dramidoroドラミドロ,Dragalge,50.0,691,97.0,123.0,44.0,Poison,Dragon,81.5,6,0
677,['Mega Launcher'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,53.0,3840,70,330,225,Water Gun Pokémon,62.0,1250000,0.5,50.0,Udeppouウデッポウ,Clauncher,50.0,692,58.0,63.0,44.0,Water,,8.3,6,0
678,['Mega Launcher'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,73.0,3840,70,500,55,Howitzer Pokémon,88.0,1250000,1.3,71.0,Blosterブロスター,Clawitzer,50.0,693,120.0,89.0,59.0,Water,,35.3,6,0
679,"['Dry Skin', 'Sand Veil', 'Solar Power']",1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,38.0,5120,70,289,190,Generator Pokémon,33.0,1000000,0.5,44.0,Erikiteruエリキテル,Helioptile,50.0,694,61.0,43.0,70.0,Electric,Normal,6.0,6,0
680,"['Dry Skin', 'Sand Veil', 'Solar Power']",1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55.0,5120,70,481,75,Generator Pokémon,52.0,1000000,1.0,62.0,Elezardエレザード,Heliolisk,50.0,695,109.0,94.0,109.0,Electric,Normal,21.0,6,0
681,"['Strong Jaw', 'Sturdy']",1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,89.0,7680,70,362,45,Royal Heir Pokémon,77.0,1000000,0.8,58.0,Chigorasチゴラス,Tyrunt,88.1,696,45.0,45.0,48.0,Rock,Dragon,26.0,6,0
682,"['Strong Jaw', 'Rock Head']",1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,121.0,7680,70,521,45,Despot Pokémon,119.0,1000000,2.5,82.0,Gachigorasガチゴラス,Tyrantrum,88.1,697,69.0,59.0,71.0,Rock,Dragon,270.0,6,0
683,"['Refrigerate', 'Snow Warning']",1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0,59.0,7680,70,362,45,Tundra Pokémon,50.0,1000000,1.3,77.0,Amarusアマルス,Amaura,88.1,698,67.0,63.0,46.0,Rock,Ice,25.2,6,0
684,"['Refrigerate', 'Snow Warning']",1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0,77.0,7680,70,521,45,Tundra Pokémon,72.0,1000000,2.7,123.0,Amarurugaアマルルガ,Aurorus,88.1,699,99.0,92.0,58.0,Rock,Ice,225.0,6,0
685,"['Cute Charm', 'Pixilate']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65.0,8960,70,525,45,Intertwining Pokémon,65.0,1000000,1.0,95.0,Nymphiaニンフィア,Sylveon,88.1,700,110.0,130.0,60.0,Fairy,,23.5,6,0
686,"['Limber', 'Unburden', 'Mold Breaker']",0.25,0.5,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,92.0,5120,70,500,100,Wrestling Pokémon,75.0,1000000,0.8,78.0,Luchabullルチャブル,Hawlucha,50.0,701,74.0,63.0,118.0,Fighting,Flying,21.5,6,0
687,"['Cheek Pouch', 'Pickup', 'Plus']",0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,58.0,5120,70,431,180,Antenna Pokémon,57.0,1000000,0.2,67.0,Dedenneデデンネ,Dedenne,50.0,702,81.0,67.0,101.0,Electric,Fairy,2.2,6,0
688,"['Clear Body', 'Sturdy']",0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,50.0,6400,70,500,60,Jewel Pokémon,150.0,1250000,0.3,50.0,Melecieメレシー,Carbink,,703,50.0,150.0,50.0,Rock,Fairy,5.7,6,0
