,name,pokedex_number,generation,type1,type2,is_legendary,attack,sp_attack,defense,sp_defense,speed,hp,height_m,weight_kg,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
368,Relicanth,369,3,water,rock,0,90,45,130,65,55,100,1.0,23.4,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
369,Luvdisc,370,3,water,unknown,0,30,40,55,65,97,43,0.6,8.7,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
370,Bagon,371,3,dragon,unknown,0,75,40,60,30,50,45,0.6,42.1,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
371,Shelgon,372,3,dragon,unknown,0,95,60,100,50,50,65,1.1,110.5,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
372,Salamence,373,3,dragon,flying,0,145,120,130,90,120,95,1.5,102.6,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
373,Beldum,374,3,steel,psychic,0,55,35,80,60,30,40,0.6,95.2,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
374,Metang,375,3,steel,psychic,0,75,55,100,80,50,60,1.2,202.5,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
375,Metagross,376,3,steel,psychic,0,145,105,150,110,110,80,1.6,550.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
376,Regirock,377,3,rock,unknown,1,100,50,200,100,50,80,1.7,230.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
377,Regice,378,3,ice,unknown,1,50,100,100,200,50,80,1.8,175.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
378,Registeel,379,3,steel,unknown,1,75,75,150,150,50,80,1.9,205.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
379,Latias,380,3,dragon,psychic,1,100,140,120,150,110,80,1.4,40.0,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5
380,Latios,381,3,dragon,psychic,1,130,160,100,120,110,80,2.0,60.0,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5
381,Kyogre,382,3,water,unknown,1,150,180,90,160,90,100,4.5,352.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
382,Groudon,383,3,ground,unknown,1,180,150,160,90,90,100,3.5,950.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
383,Rayquaza,384,3,dragon,flying,1,180,180,100,100,115,105,7.0,206.5,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
384,Jirachi,385,3,steel,psychic,1,100,100,100,100,100,100,0.3,1.1,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
385,Deoxys,386,3,psychic,unknown,1,95,95,90,90,180,50,1.7,60.8,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
386,Turtwig,387,4,grass,unknown,0,68,45,64,55,31,55,0.4,10.2,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
387,Grotle,388,4,grass,unknown,0,89,55,85,65,36,75,1.1,97.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
388,Torterra,389,4,grass,ground,0,109,75,105,85,56,95,2.2,310.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0
389,Chimchar,390,4,fire,unknown,0,58,58,44,44,61,44,0.5,6.2,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
390,Monferno,391,4,fire,fight,0,78,78,52,52,81,64,0.9,22.0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
391,Infernape,392,4,fire,fight,0,104,104,71,71,108,76,1.2,55.0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
392,Piplup,393,4,water,unknown,0,51,61,53,56,40,53,0.4,5.2,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
393,Prinplup,394,4,water,unknown,0,66,81,68,76,50,64,0.8,23.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
394,Empoleon,395,4,water,steel,0,86,111,88,101,60,84,1.7,84.5,0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5
395,Starly,396,4,normal,flying,0,55,30,30,30,60,40,0.3,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
396,Staravia,397,4,normal,flying,0,75,40,50,40,80,55,0.6,15.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
397,Staraptor,398,4,normal,flying,0,120,50,70,60,100,85,1.2,24.9,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
398,Bidoof,399,4,normal,unknown,0,45,35,40,40,31,59,0.5,20.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
399,Bibarel,400,4,normal,water,0,85,55,60,60,71,79,1.0,31.5,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
400,Kricketot,401,4,bug,unknown,0,25,25,41,41,25,37,0.3,2.2,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
401,Kricketune,402,4,bug,unknown,0,85,55,51,51,65,77,1.0,25.5,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
402,Shinx,403,4,electric,unknown,0,65,40,34,34,45,45,0.5,9.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
403,Luxio,404,4,electric,unknown,0,85,60,49,49,60,60,0.9,30.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
404,Luxray,405,4,electric,unknown,0,120,95,79,79,70,80,1.4,42.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
405,Budew,406,4,grass,poison,0,30,50,35,70,55,40,0.2,1.2,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
406,Roserade,407,4,grass,poison,0,70,125,65,105,90,60,0.9,14.5,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
407,Cranidos,408,4,rock,unknown,0,125,30,40,30,58,67,0.9,31.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
408,Rampardos,409,4,rock,unknown,0,165,65,60,50,58,97,1.6,102.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
409,Shieldon,410,4,rock,steel,0,42,42,118,88,30,30,0.5,57.0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
410,Bastiodon,411,4,rock,steel,0,52,47,168,138,30,60,1.3,149.5,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
411,Burmy,412,4,bug,unknown,0,29,29,45,45,36,40,0.2,3.4,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
412,Wormadam,413,4,bug,grass,0,69,69,95,95,36,60,0.5,6.5,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
413,Mothim,414,4,bug,flying,0,94,94,50,50,66,70,0.9,23.3,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
414,Combee,415,4,bug,flying,0,30,30,42,42,70,30,0.3,5.5,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
415,Vespiquen,416,4,bug,flying,0,80,80,102,102,40,70,1.2,38.5,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
416,Pachirisu,417,4,electric,unknown,0,45,45,70,90,95,60,0.4,3.9,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
417,Buizel,418,4,water,unknown,0,65,60,35,30,85,55,0.7,29.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
418,Floatzel,419,4,water,unknown,0,105,85,55,50,115,85,1.1,33.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
419,Cherubi,420,4,grass,unknown,0,35,62,45,53,35,45,0.4,3.3,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
420,Cherrim,421,4,grass,unknown,0,60,87,70,78,85,70,0.5,9.3,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
421,Shellos,422,4,water,unknown,0,48,57,48,62,34,76,0.3,6.3,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
422,Gastrodon,423,4,water,ground,0,83,92,68,82,39,111,0.9,29.9,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
423,Ambipom,424,4,normal,unknown,0,100,60,66,66,115,75,1.2,20.3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
424,Drifloon,425,4,ghost,flying,0,50,60,34,44,70,90,0.4,1.2,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0
425,Drifblim,426,4,ghost,flying,0,80,90,44,54,80,150,1.2,15.0,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0
426,Buneary,427,4,normal,unknown,0,66,44,44,56,85,55,0.4,5.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
427,Lopunny,428,4,normal,unknown,0,136,54,94,96,135,65,1.2,33.3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
428,Mismagius,429,4,ghost,unknown,0,60,105,60,105,105,60,0.9,4.4,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
429,Honchkrow,430,4,dark,flying,0,125,105,52,52,71,100,0.9,27.3,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
430,Glameow,431,4,normal,unknown,0,55,42,42,37,85,49,0.5,3.9,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
431,Purugly,432,4,normal,unknown,0,82,64,64,59,112,71,1.0,43.8,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
432,Chingling,433,4,psychic,unknown,0,30,65,50,50,45,45,0.2,0.6,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
433,Stunky,434,4,poison,dark,0,63,41,47,41,74,63,0.4,19.2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
434,Skuntank,435,4,poison,dark,0,93,71,67,61,84,103,1.0,38.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
435,Bronzor,436,4,steel,psychic,0,24,24,86,86,23,57,0.5,60.5,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
436,Bronzong,437,4,steel,psychic,0,89,79,116,116,33,67,1.3,187.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
437,Bonsly,438,4,rock,unknown,0,80,10,95,45,10,50,0.5,15.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
438,Mime Jr.,439,4,psychic,fairy,0,25,70,45,90,60,20,0.6,13.0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
439,Happiny,440,4,normal,unknown,0,5,15,5,65,30,100,0.6,24.4,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
440,Chatot,441,4,normal,flying,0,65,92,45,42,91,76,0.5,1.9,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
441,Spiritomb,442,4,ghost,dark,0,92,92,108,108,35,50,1.0,108.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0
442,Gible,443,4,dragon,ground,0,70,40,45,45,42,58,0.7,20.5,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
443,Gabite,444,4,dragon,ground,0,90,50,65,55,82,68,1.4,56.0,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
444,Garchomp,445,4,dragon,ground,0,170,120,115,95,92,108,1.9,95.0,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
445,Munchlax,446,4,normal,unknown,0,85,40,40,85,5,135,0.6,105.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
446,Riolu,447,4,fight,unknown,0,70,35,40,40,60,40,0.7,20.2,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
447,Lucario,448,4,fight,steel,0,145,140,88,70,112,70,1.2,54.0,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0
448,Hippopotas,449,4,ground,unknown,0,72,38,78,42,32,68,0.8,49.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
449,Hippowdon,450,4,ground,unknown,0,112,68,118,72,47,108,2.0,300.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
450,Skorupi,451,4,poison,bug,0,50,30,90,55,65,40,0.8,12.0,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
451,Drapion,452,4,poison,dark,0,90,60,110,75,95,70,1.3,61.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
452,Croagunk,453,4,poison,fight,0,61,61,40,40,50,48,0.7,23.0,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0
453,Toxicroak,454,4,poison,fight,0,106,86,65,65,85,83,1.3,44.4,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0
454,Carnivine,455,4,grass,unknown,0,100,90,72,72,46,74,1.4,27.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
455,Finneon,456,4,water,unknown,0,49,49,56,61,66,49,0.4,7.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
456,Lumineon,457,4,water,unknown,0,69,69,76,86,91,69,1.2,24.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
457,Mantyke,458,4,water,flying,0,20,60,50,120,50,45,1.0,65.0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
458,Snover,459,4,grass,ice,0,62,62,50,60,40,60,1.0,50.5,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5
459,Abomasnow,460,4,grass,ice,0,132,132,105,105,30,90,2.2,135.5,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5
460,Weavile,461,4,dark,ice,0,120,45,65,85,125,70,1.1,34.0,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0
461,Magnezone,462,4,electric,steel,0,70,130,115,90,60,70,1.2,180.0,0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0
462,Lickilicky,463,4,normal,unknown,0,85,80,95,95,50,110,1.7,140.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
463,Rhyperior,464,4,ground,rock,0,140,55,130,55,40,115,2.4,282.8,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0
464,Tangrowth,465,4,grass,unknown,0,100,110,125,50,50,100,2.0,128.6,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
465,Electivire,466,4,electric,unknown,0,123,95,67,85,95,75,1.8,138.6,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
466,Magmortar,467,4,fire,unknown,0,95,125,67,95,83,75,1.6,68.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
467,Togekiss,468,4,fairy,flying,0,50,120,95,115,80,85,1.5,38.0,0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
468,Yanmega,469,4,bug,flying,0,76,116,86,56,95,86,1.9,51.5,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
469,Leafeon,470,4,grass,unknown,0,110,60,130,65,95,65,1.0,25.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
470,Glaceon,471,4,ice,unknown,0,60,130,110,95,65,65,0.8,25.9,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
471,Gliscor,472,4,ground,flying,0,95,45,125,75,95,75,2.0,42.5,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0
472,Mamoswine,473,4,ice,ground,0,130,70,80,60,80,110,2.5,291.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0
473,Porygon-Z,474,4,normal,unknown,0,80,135,70,75,90,85,0.9,34.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
474,Gallade,475,4,psychic,fight,0,165,65,95,115,110,68,1.6,52.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
475,Probopass,476,4,rock,steel,0,55,75,145,150,40,60,1.4,340.0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
476,Dusknoir,477,4,ghost,unknown,0,100,65,135,135,45,45,2.2,106.6,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
477,Froslass,478,4,ice,ghost,0,80,80,70,70,110,70,1.3,26.6,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0
478,Rotom,479,4,electric,ghost,0,65,105,107,107,86,50,0.3,0.3,0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0
479,Uxie,480,4,psychic,unknown,1,75,75,130,130,95,75,0.3,0.3,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
480,Mesprit,481,4,psychic,unknown,1,105,105,105,105,80,80,0.3,0.3,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
481,Azelf,482,4,psychic,unknown,1,125,125,70,70,115,75,0.3,0.3,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
482,Dialga,483,4,steel,dragon,1,120,150,120,100,90,100,5.4,683.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
483,Palkia,484,4,water,dragon,1,120,150,100,120,100,90,4.2,336.0,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25
484,Heatran,485,4,fire,steel,1,90,130,106,106,77,91,1.7,430.0,0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0
485,Regigigas,486,4,normal,unknown,1,160,80,110,110,100,110,3.7,420.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
486,Giratina,487,4,ghost,dragon,1,120,120,100,100,90,150,4.5,750.0,0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5
487,Cresselia,488,4,psychic,unknown,1,70,75,120,130,85,120,1.5,85.6,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
488,Phione,489,4,water,unknown,0,80,80,80,80,80,80,0.4,3.1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
489,Manaphy,490,4,water,unknown,1,100,100,100,100,100,100,0.3,1.4,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
490,Darkrai,491,4,dark,unknown,1,90,135,90,90,125,70,1.5,50.5,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
